year,month,day,oxy_deep
1982,9,21,5.752015859
1982,9,22,5.755627048
1982,9,23,5.759238237
1982,9,24,5.762849427
1982,9,25,5.766460616
1982,9,26,5.770071806
1982,9,27,5.773682995
1982,9,28,5.777294184
1982,9,29,5.780905374
1982,9,30,5.784516563
1982,10,1,5.788127753
1982,10,2,5.791738942
1982,10,3,5.795350132
1982,10,4,5.814205631
1982,10,5,5.833061131
1982,10,6,5.85191663
1982,10,7,5.87077213
1982,10,8,5.889627629
1982,10,9,5.908483129
1982,10,10,5.927338628
1982,10,11,5.946194128
1982,10,12,5.965049627
1982,10,13,5.983905127
1982,10,14,6.002760627
1982,10,15,6.021616126
1982,10,16,6.040471626
1982,10,17,6.059327125
1982,10,18,6.078182625
1982,10,19,6.097038124
1982,10,20,6.115893624
1982,10,21,6.134749123
1982,10,22,6.153604623
1982,10,23,6.172460122
1982,10,24,6.191315622
1982,10,25,6.210171122
1982,10,26,6.175685635
1982,10,27,6.141200149
1982,10,28,6.106714663
1982,10,29,6.072229177
1982,10,30,6.03774369
1982,10,31,6.003258204
1982,11,1,5.968772718
1982,11,2,5.934287232
1982,11,3,5.899801746
1982,11,4,5.865316259
1982,11,5,5.830830773
1982,11,6,5.796345287
1982,11,7,5.761859801
1982,11,8,5.727374314
1982,11,9,5.692888828
1982,11,10,5.658403342
1982,11,11,5.623917856
1982,11,12,5.58943237
1982,11,13,5.554946883
1982,11,14,5.520461397
1982,11,15,5.485975911
1982,11,16,5.451490425
1982,11,17,5.417004938
1982,11,18,5.382519452
1982,11,19,5.348033966
1982,11,20,5.31354848
1982,11,21,5.279062993
1982,11,22,5.244577507
1982,11,23,5.210092021
1982,11,24,5.175606535
1982,11,25,5.141121049
1982,11,26,5.106635562
1982,11,27,5.072150076
1982,11,28,5.03766459
1982,11,29,5.057114118
1982,11,30,5.076563647
1982,12,1,5.096013175
1982,12,2,5.115462704
1982,12,3,5.134912232
1982,12,4,5.154361761
1982,12,5,5.173811289
1982,12,6,5.193260818
1982,12,7,5.212710346
1982,12,8,5.232159874
1982,12,9,5.251609403
1982,12,10,5.271058931
1982,12,11,5.29050846
1982,12,12,5.309957988
1982,12,13,5.329407517
1982,12,14,5.348857045
1982,12,15,5.368306574
1982,12,16,5.387756102
1982,12,17,5.407205631
1982,12,18,5.426655159
1982,12,19,5.446104688
1982,12,20,5.465554216
1982,12,21,5.485003744
1982,12,22,5.504453273
1982,12,23,5.523902801
1982,12,24,5.54335233
1982,12,25,5.562801858
1982,12,26,5.582251387
1982,12,27,5.601700915
1982,12,28,5.621150444
1982,12,29,5.640599972
1982,12,30,5.660049501
1982,12,31,5.679499029
1983,1,1,5.698948557
1983,1,2,5.718398086
1983,1,3,5.737847614
1983,1,4,5.757297143
1983,1,5,5.776746671
1983,1,6,5.7961962
1983,1,7,5.815645728
1983,1,8,5.835095257
1983,1,9,5.854544785
1983,1,10,5.873994314
1983,1,11,5.893443842
1983,1,12,5.912893371
1983,1,13,5.932342899
1983,1,14,5.951792427
1983,1,15,5.971241956
1983,1,16,5.990691484
1983,1,17,6.044808971
1983,1,18,6.098926458
1983,1,19,6.153043945
1983,1,20,6.207161432
1983,1,21,6.261278919
1983,1,22,6.315396406
1983,1,23,6.369513893
1983,1,24,6.42363138
1983,1,25,6.477748867
1983,1,26,6.531866354
1983,1,27,6.585983841
1983,1,28,6.640101328
1983,1,29,6.694218815
1983,1,30,6.748336302
1983,1,31,6.802453789
1983,2,1,6.856571276
1983,2,2,6.910688763
1983,2,3,6.96480625
1983,2,4,7.018923737
1983,2,5,7.073041224
1983,2,6,7.127158711
1983,2,7,7.149723758
1983,2,8,7.172288804
1983,2,9,7.194853851
1983,2,10,7.217418898
1983,2,11,7.239983945
1983,2,12,7.262548992
1983,2,13,7.285114039
1983,2,14,7.307679086
1983,2,15,7.330244132
1983,2,16,7.352809179
1983,2,17,7.375374226
1983,2,18,7.397939273
1983,2,19,7.42050432
1983,2,20,7.443069367
1983,2,21,7.312628329
1983,2,22,7.182187291
1983,2,23,7.051746252
1983,2,24,6.921305214
1983,2,25,6.790864176
1983,2,26,6.660423138
1983,2,27,6.5299821
1983,2,28,6.399541062
1983,3,1,6.269100024
1983,3,2,6.138658986
1983,3,3,6.008217947
1983,3,4,5.877776909
1983,3,5,5.747335871
1983,3,6,5.616894833
1983,3,7,5.605591487
1983,3,8,5.59428814
1983,3,9,5.582984793
1983,3,10,5.571681447
1983,3,11,5.5603781
1983,3,12,5.549074754
1983,3,13,5.537771407
1983,3,14,5.52646806
1983,3,15,5.515164714
1983,3,16,5.503861367
1983,3,17,5.492558021
1983,3,18,5.481254674
1983,3,19,5.469951327
1983,3,20,5.458647981
1983,3,21,5.455258216
1983,3,22,5.451868451
1983,3,23,5.448478686
1983,3,24,5.445088921
1983,3,25,5.441699156
1983,3,26,5.438309391
1983,3,27,5.434919626
1983,3,28,5.431529861
1983,3,29,5.428140095
1983,3,30,5.42475033
1983,3,31,5.421360565
1983,4,1,5.4179708
1983,4,2,5.414581035
1983,4,3,5.41119127
1983,4,4,5.407801505
1983,4,5,5.417541511
1983,4,6,5.427281517
1983,4,7,5.437021523
1983,4,8,5.446761529
1983,4,9,5.456501535
1983,4,10,5.466241541
1983,4,11,5.475981546
1983,4,12,5.485721552
1983,4,13,5.495461558
1983,4,14,5.505201564
1983,4,15,5.51494157
1983,4,16,5.524681576
1983,4,17,5.534421582
1983,4,18,5.544161588
1983,4,19,5.538785781
1983,4,20,5.533409973
1983,4,21,5.528034166
1983,4,22,5.522658359
1983,4,23,5.517282552
1983,4,24,5.511906745
1983,4,25,5.506530938
1983,4,26,5.501155131
1983,4,27,5.495779324
1983,4,28,5.490403517
1983,4,29,5.48502771
1983,4,30,5.479651903
1983,5,1,5.474276096
1983,5,2,5.464541325
1983,5,3,5.454806554
1983,5,4,5.445071782
1983,5,5,5.435337011
1983,5,6,5.42560224
1983,5,7,5.415867469
1983,5,8,5.406132698
1983,5,9,5.396397927
1983,5,10,5.386663156
1983,5,11,5.376928385
1983,5,12,5.367193614
1983,5,13,5.357458843
1983,5,14,5.347724072
1983,5,15,5.337989301
1983,5,16,5.331704951
1983,5,17,5.325420601
1983,5,18,5.319136251
1983,5,19,5.312851901
1983,5,20,5.306567551
1983,5,21,5.300283201
1983,5,22,5.293998851
1983,5,23,5.287714501
1983,5,24,5.281430151
1983,5,25,5.2751458
1983,5,26,5.26886145
1983,5,27,5.2625771
1983,5,28,5.25629275
1983,5,29,5.2500084
1983,5,30,5.295679384
1983,5,31,5.341350367
1983,6,1,5.387021351
1983,6,2,5.432692334
1983,6,3,5.478363318
1983,6,4,5.524034301
1983,6,5,5.569705284
1983,6,6,5.615376268
1983,6,7,5.661047251
1983,6,8,5.706718235
1983,6,9,5.752389218
1983,6,10,5.798060202
1983,6,11,5.843731185
1983,6,12,5.889402169
1983,6,13,5.935073152
1983,6,14,5.88883482
1983,6,15,5.842596488
1983,6,16,5.796358156
1983,6,17,5.750119824
1983,6,18,5.703881492
1983,6,19,5.657643161
1983,6,20,5.611404829
1983,6,21,5.565166497
1983,6,22,5.518928165
1983,6,23,5.472689833
1983,6,24,5.426451501
1983,6,25,5.380213169
1983,6,26,5.333974837
1983,6,27,5.287736505
1983,6,28,5.241498173
1983,6,29,5.195259841
1983,6,30,5.14902151
1983,7,1,5.102783178
1983,7,2,5.056544846
1983,7,3,5.010306514
1983,7,4,5.010330188
1983,7,5,5.010353861
1983,7,6,5.010377535
1983,7,7,5.010401209
1983,7,8,5.010424882
1983,7,9,5.010448556
1983,7,10,5.01047223
1983,7,11,5.010495903
1983,7,12,5.010519577
1983,7,13,5.010543251
1983,7,14,5.010566924
1983,7,15,5.010590598
1983,7,16,5.010614272
1983,7,17,5.010637946
1983,7,18,5.048117481
1983,7,19,5.085597017
1983,7,20,5.123076553
1983,7,21,5.160556088
1983,7,22,5.198035624
1983,7,23,5.23551516
1983,7,24,5.272994695
1983,7,25,5.310474231
1983,7,26,5.347953767
1983,7,27,5.385433302
1983,7,28,5.422912838
1983,7,29,5.460392374
1983,7,30,5.497871909
1983,7,31,5.535351445
1983,8,1,5.524800775
1983,8,2,5.514250105
1983,8,3,5.503699435
1983,8,4,5.493148765
1983,8,5,5.482598095
1983,8,6,5.472047425
1983,8,7,5.461496755
1983,8,8,5.450946085
1983,8,9,5.440395415
1983,8,10,5.429844745
1983,8,11,5.419294076
1983,8,12,5.408743406
1983,8,13,5.398192736
1983,8,14,5.387642066
1983,8,15,5.421003877
1983,8,16,5.454365688
1983,8,17,5.487727499
1983,8,18,5.52108931
1983,8,19,5.554451122
1983,8,20,5.587812933
1983,8,21,5.621174744
1983,8,22,5.654536555
1983,8,23,5.687898366
1983,8,24,5.721260178
1983,8,25,5.754621989
1983,8,26,5.7879838
1983,8,27,5.821345611
1983,8,28,5.854707422
1983,8,29,5.797090481
1983,8,30,5.73947354
1983,8,31,5.681856599
1983,9,1,5.624239657
1983,9,2,5.566622716
1983,9,3,5.509005775
1983,9,4,5.451388834
1983,9,5,5.393771893
1983,9,6,5.336154951
1983,9,7,5.27853801
1983,9,8,5.220921069
1983,9,9,5.163304128
1983,9,10,5.105687187
1983,9,11,5.048070245
1983,9,12,4.990453304
1983,9,13,4.932836363
1983,9,14,4.875219422
1983,9,15,4.81760248
1983,9,16,4.759985539
1983,9,17,4.702368598
1983,9,18,4.644751657
1983,9,19,4.587134716
1983,9,20,4.616828378
1983,9,21,4.64652204
1983,9,22,4.676215703
1983,9,23,4.705909365
1983,9,24,4.735603028
1983,9,25,4.76529669
1983,9,26,4.794990353
1983,9,27,4.824684015
1983,9,28,4.854377678
1983,9,29,4.88407134
1983,9,30,4.913765002
1983,10,1,4.943458665
1983,10,2,4.973152327
1983,10,3,5.00284599
1983,10,4,5.032539652
1983,10,5,5.062233315
1983,10,6,5.091926977
1983,10,7,5.12162064
1983,10,8,5.151314302
1983,10,9,5.181007964
1983,10,10,5.210701627
1983,10,11,5.240395289
1983,10,12,5.209666231
1983,10,13,5.178937173
1983,10,14,5.148208114
1983,10,15,5.117479056
1983,10,16,5.086749998
1983,10,17,5.056020939
1983,10,18,5.025291881
1983,10,19,4.994562823
1983,10,20,4.963833764
1983,10,21,4.933104706
1983,10,22,4.902375648
1983,10,23,4.871646589
1983,10,24,4.840917531
1983,10,25,4.850925208
1983,10,26,4.860932884
1983,10,27,4.870940561
1983,10,28,4.880948238
1983,10,29,4.890955914
1983,10,30,4.900963591
1983,10,31,4.910971268
1983,11,1,4.920978945
1983,11,2,4.930986621
1983,11,3,4.940994298
1983,11,4,4.951001975
1983,11,5,4.961009651
1983,11,6,4.971017328
1983,11,7,4.981025005
1983,11,8,4.991032681
1983,11,9,5.001040358
1983,11,10,5.011048035
1983,11,11,5.021055712
1983,11,12,5.031063388
1983,11,13,5.041071065
1983,11,14,5.051078742
1983,11,15,5.061086418
1983,11,16,5.071094095
1983,11,17,5.081101772
1983,11,18,5.091109448
1983,11,19,5.101117125
1983,11,20,5.111124802
1983,11,21,5.121132479
1983,11,22,5.131140155
1983,11,23,5.141147832
1983,11,24,5.151155509
1983,11,25,5.161163185
1983,11,26,5.171170862
1983,11,27,5.181178539
1983,11,28,5.191186216
1983,11,29,5.201193892
1983,11,30,5.211201569
1983,12,1,5.221209246
1983,12,2,5.231216922
1983,12,3,5.241224599
1983,12,4,5.251232276
1983,12,5,5.261239952
1983,12,6,5.271247629
1983,12,7,5.281255306
1983,12,8,5.291262983
