Time [d] (1.col)    z [m] (1.row)    Absorption [m-1] (rest)
1
 9454.4167 0.353
 9475.4167 0.310
 9510.4167 0.235
 9546.4167 0.205
 9560.4167 0.218
 9576.4167 0.280
 9587.4167 0.385
 9601.4167 0.584
 9636.4167 0.218
 9650.4167 0.262
 9658.4167 0.305
 9685.4167 0.730
 9701.4167 0.817
 9713.4167 0.445
 9734.4167 0.385
 9755.4167 0.525
 9769.4167 0.620
 9783.4167 0.620
 9818.4167 0.301
 9834.4167 0.191
 9868.4167 0.157
 9902.4167 0.134
 9923.4167 0.256
 9951.4167 0.246
 9960.4167 0.315
 9972.4167 0.499
 9994.4167 0.199
10003.4167 0.347
10014.4167 0.296
10029.4167 0.284
10052.4167 0.445
10070.4167 0.301
10079.4167 0.394
10091.4597 0.335
10113.4167 0.335
10133.4694 0.347
10149.5896 0.262
10161.4167 0.225
10169.4167 0.273
10210.4167 0.207
10247.4167 0.188
10273.4167 0.154
10287.4167 0.160
10302.4167 0.240
10322.4500 0.401
10337.3194 0.730
10358.4694 0.418
10371.4799 0.183
10395.4500 0.262
10406.4396 0.324
10413.4396 0.288
10427.4500 0.310
10451.4299 0.310
10469.4896 0.249
10478.4167 0.445
10490.4167 0.538
10505.4167 0.525
10546.4167 0.199
10567.4167 0.199
10610.5639 0.157
10646.5847 0.165
10667.5896 0.205
10679.4694 0.445
10687.4597 0.310
10700.4694 0.601
10714.4500 0.787
10728.4944 0.552
10751.4417 0.197
10770.4167 0.365
10785.4681 0.213
10800.4576 0.335
10812.4542 0.227
10829.4486 0.292
10841.4458 0.359
10854.4514 0.276
10871.4167 0.273
10892.4451 0.186
10913.4486 0.207
10933.4653 0.176
10966.4549 0.189
11001.5701 0.240
11023.4410 0.193
11043.4694 0.787
11064.4597 0.705
11078.4396 0.379
11087.4299 0.269
11106.4167 0.193
11114.4167 0.280
11115.4396 6.800
11128.4167 0.213
11164.4694 0.347
11184.4799 0.324
11221.6194 0.301
11227.4396 0.222
11239.4799 0.324
11276.7299 0.172
11289.4674 0.193
11312.4396 0.152
11332.5000 0.170
11375.5000 0.126
11389.5000 0.193
11400.5000 0.395
11438.5000 0.500
11451.5000 0.586
11466.5000 0.708
11491.5000 0.298
11500.5000 0.378
11512.5000 0.654
11528.5000 0.654
11547.5000 0.486
11562.5000 0.327
11576.5000 0.309
11591.5000 0.227
11606.5000 0.233
11618.5000 0.309
11639.5000 0.254
11652.5000 0.233
11675.5000 0.177
11715.5000 0.162
11732.5000 0.173
11757.5000 0.230
11764.5000 0.243
11772.5000 0.378
11780.5000 0.405
11785.5000 0.500
11792.5000 0.567
11799.5000 0.340
11807.5000 0.500
11814.5000 0.500
11820.5000 0.459
11830.5000 0.283
11834.5000 0.254
11844.5000 0.173
11849.5000 0.185
11869.5000 0.187
11885.5000 0.210
11900.5000 0.230
11911.5000 0.293
11925.5000 0.304
11941.5000 0.327
11954.5000 0.274
11981.5000 0.195
12003.5000 0.283
12025.5000 0.150
12037.5000 0.125
12098.0000 0.182
12126.0000 0.320
12157.0000 0.519
12187.0000 0.414
12218.0000 0.557
12248.0000 0.409
12279.0000 0.380
12310.0000 0.349
12340.0000 0.326
12371.0000 0.269
12401.0000 0.207
12432.0000 0.189
12463.0000 0.182
12491.0000 0.320
12522.0000 0.519
12552.0000 0.414
12583.0000 0.557
12613.0000 0.409
12644.0000 0.380
12675.0000 0.349
12705.0000 0.326
12736.0000 0.269
12766.0000 0.207
12797.0000 0.189
12828.0000 0.182
12857.0000 0.320
12888.0000 0.519
12918.0000 0.414
12949.0000 0.557
12979.0000 0.409
13010.0000 0.380
13041.0000 0.349
13071.0000 0.326
13102.0000 0.269
13132.0000 0.207
13163.0000 0.189
13194.0000 0.182
13222.0000 0.320
13253.0000 0.519
13283.0000 0.414
13314.0000 0.557
13344.0000 0.409
13375.0000 0.380
13406.0000 0.349
13436.0000 0.326
13467.0000 0.269
13497.0000 0.207
13528.0000 0.189
13559.0000 0.182
13587.0000 0.320
13618.0000 0.519
13648.0000 0.414
13679.0000 0.557
13709.0000 0.409
13740.0000 0.380
13771.0000 0.349
13801.0000 0.326
13832.0000 0.269
13862.0000 0.207
13893.0000 0.189
13924.0000 0.182
13952.0000 0.320
13983.0000 0.519
14013.0000 0.414
14044.0000 0.557
14102.0000 0.380
