Time [d] (1.col)    z [m] (1.row)    Absorption [m-1] (rest)
1
-1          0.00
    0.0000 0.189
   45.0000 0.182
   73.0000 0.320
  104.0000 0.519
  134.0000 0.414
  165.0000 0.557
  195.0000 0.409
  226.0000 0.380
  257.0000 0.349
  287.0000 0.326
  318.0000 0.269
  348.0000 0.207
  379.0000 0.189
  410.0000 0.182
  438.0000 0.320
  469.0000 0.519
  499.0000 0.414
  530.0000 0.557
  560.0000 0.409
  591.0000 0.380
  622.0000 0.349
  652.0000 0.326
  683.0000 0.269
  713.0000 0.207
  744.0000 0.189
  775.0000 0.182
  803.0000 0.320
  834.0000 0.519
  864.0000 0.414
  895.0000 0.557
  925.0000 0.409
  956.0000 0.380
  987.0000 0.349
 1017.0000 0.326
 1048.0000 0.269
 1078.0000 0.207
 1109.0000 0.189
 1140.0000 0.182
 1169.0000 0.320
 1200.0000 0.519
 1230.0000 0.414
 1261.0000 0.557
 1291.0000 0.409
 1322.0000 0.380
 1353.0000 0.349
 1383.0000 0.326
 1414.0000 0.269
 1444.0000 0.207
 1475.0000 0.189
 1506.0000 0.182
 1534.0000 0.320
 1565.0000 0.519
 1595.0000 0.414
 1626.0000 0.557
 1656.0000 0.409
 1687.0000 0.380
 1718.0000 0.349
 1748.0000 0.326
 1779.0000 0.269
 1809.0000 0.207
 1840.0000 0.189
 1871.0000 0.182
 1899.0000 0.320
 1930.0000 0.519
 1960.0000 0.414
 1991.0000 0.557
 2021.0000 0.409
 2052.0000 0.380
 2083.0000 0.349
 2113.0000 0.326
 2144.0000 0.269
 2174.0000 0.207
 2205.0000 0.189
 2236.0000 0.182
 2264.0000 0.320
 2295.0000 0.519
 2325.0000 0.414
 2356.0000 0.557
 2386.0000 0.409
 2417.0000 0.380
 2448.0000 0.349
 2478.0000 0.326
 2509.0000 0.269
 2539.0000 0.207
 2570.0000 0.189
 2601.0000 0.182
 2630.0000 0.320
 2661.0000 0.519
 2691.0000 0.414
 2722.0000 0.557
 2752.0000 0.409
 2783.0000 0.380
 2814.0000 0.349
 2844.0000 0.326
 2875.0000 0.269
 2905.0000 0.207
 2936.0000 0.189
 2967.0000 0.182
 2995.0000 0.320
 3026.0000 0.519
 3056.0000 0.414
 3087.0000 0.557
 3117.0000 0.409
 3148.0000 0.380
 3179.0000 0.349
 3209.0000 0.326
 3240.0000 0.269
 3270.0000 0.207
 3301.0000 0.189
 3332.0000 0.182
 3360.0000 0.320
 3391.0000 0.519
 3421.0000 0.414
 3452.0000 0.557
 3482.0000 0.409
 3513.0000 0.380
 3544.0000 0.349
 3574.0000 0.326
 3605.0000 0.269
 3635.0000 0.207
 3666.0000 0.189
 3697.0000 0.182
 3725.0000 0.320
 3756.0000 0.519
 3786.0000 0.414
 3817.0000 0.557
 3847.0000 0.409
 3878.0000 0.380
 3909.0000 0.349
 3939.0000 0.326
 3970.0000 0.269
 4000.0000 0.207
 4031.0000 0.189
 4062.0000 0.182
 4091.0000 0.320
 4122.0000 0.519
 4152.0000 0.414
 4183.0000 0.557
 4213.0000 0.409
 4244.0000 0.380
 4275.0000 0.349
 4305.0000 0.326
 4336.0000 0.269
 4366.0000 0.207
 4397.0000 0.189
 4428.0000 0.182
 4456.0000 0.320
 4487.0000 0.519
 4517.0000 0.414
 4548.0000 0.557
 4578.0000 0.409
 4609.0000 0.380
 4640.0000 0.349
 4670.0000 0.326
 4701.0000 0.269
 4731.0000 0.207
 4762.0000 0.189
 4793.0000 0.182
 4821.0000 0.320
 4852.0000 0.519
 4882.0000 0.414
 4913.0000 0.557
 4943.0000 0.409
 4974.0000 0.380
 5005.0000 0.349
 5035.0000 0.326
 5066.0000 0.269
 5096.0000 0.207
 5127.0000 0.189
 5158.0000 0.182
 5186.0000 0.320
 5217.0000 0.519
 5247.0000 0.414
 5278.0000 0.557
 5308.0000 0.409
 5339.0000 0.380
 5370.0000 0.349
 5400.0000 0.326
 5431.0000 0.269
 5461.0000 0.207
 5492.0000 0.189
 5523.0000 0.182
 5552.0000 0.320
 5583.0000 0.519
 5613.0000 0.414
 5644.0000 0.557
 5674.0000 0.409
 5705.0000 0.380
 5736.0000 0.349
 5766.0000 0.326
 5797.0000 0.269
 5827.0000 0.207
 5858.0000 0.189
 5889.0000 0.182
 5917.0000 0.320
 5948.0000 0.519
 5978.0000 0.414
 6009.0000 0.557
 6039.0000 0.409
 6070.0000 0.380
 6101.0000 0.349
 6131.0000 0.326
 6162.0000 0.269
 6192.0000 0.207
 6223.0000 0.189
 6254.0000 0.182
 6282.0000 0.320
 6313.0000 0.519
 6343.0000 0.414
 6374.0000 0.557
 6404.0000 0.409
 6435.0000 0.380
 6466.0000 0.349
 6496.0000 0.326
 6527.0000 0.269
 6557.0000 0.207
 6588.0000 0.189
 6619.0000 0.182
 6647.0000 0.320
 6678.0000 0.519
 6708.0000 0.414
 6739.0000 0.557
 6769.0000 0.409
 6800.0000 0.380
 6831.0000 0.349
 6861.0000 0.326
 6892.0000 0.269
 6922.0000 0.207
 6953.0000 0.189
 6984.0000 0.182
 7013.0000 0.320
 7044.0000 0.519
 7074.0000 0.414
 7105.0000 0.557
 7135.0000 0.409
 7166.0000 0.380
 7197.0000 0.349
 7227.0000 0.326
 7258.0000 0.269
 7288.0000 0.207
 7319.0000 0.189
 7350.0000 0.182
 7378.0000 0.320
 7409.0000 0.519
 7439.0000 0.414
 7470.0000 0.557
 7500.0000 0.409
 7531.0000 0.380
 7562.0000 0.349
 7592.0000 0.326
 7623.0000 0.269
 7684.4167 0.152
 7711.4167 0.169
 7733.4167 0.154
 7746.4167 1.133
 7776.4167 0.538
 7789.4167 0.584
 7804.4167 0.362
 7818.4167 0.705
 7832.4167 0.512
 7847.4167 0.435
 7858.4167 0.659
 7873.4167 0.538
 7886.4167 0.335
 7900.4167 0.499
 7922.4167 0.324
 7942.4167 0.401
 7958.4167 0.359
 7970.4167 0.262
 7986.4167 0.240
 8020.4167 0.235
 8054.4167 0.207
 8085.4167 0.175
 8103.4167 0.143
 8112.4167 0.353
 8117.4167 0.683
 8138.4167 0.310
 8152.4167 0.730
 8166.4167 0.256
 8181.4167 0.445
 8195.4167 0.385
 8208.4167 0.394
 8222.4167 0.435
 8237.4167 0.426
 8251.4167 0.445
 8266.4167 0.683
 8292.4167 0.401
 8306.4167 0.324
 8320.4167 0.305
 8341.4167 0.324
 8356.4167 0.266
 8377.4167 0.215
 8434.4167 0.209
 8455.4167 0.176
 8470.4167 0.189
 8488.4167 0.211
 8504.4167 0.445
 8516.4167 0.341
 8530.4167 0.426
 8545.4167 0.359
 8558.4167 0.240
 8572.4167 0.409
 8587.4167 0.227
 8600.4167 0.310
 8622.4167 0.394
 8635.4167 0.288
 8649.4167 0.385
 8663.4167 0.385
 8677.4167 0.353
 8693.4167 0.280
 8727.4167 0.324
 8747.4167 0.256
 8775.4167 0.253
 8803.4167 0.246
 8832.4167 0.227
 8845.4167 0.418
 8859.4167 0.584
 8881.4167 0.620
 8902.4167 0.730
 8922.4167 0.259
 8936.4167 0.240
 8950.4167 0.225
 8964.4167 0.372
 8986.4167 0.817
 8999.4167 0.372
 9013.4167 0.280
 9035.4167 0.435
 9048.4167 0.209
 9062.4167 0.240
 9077.4167 0.335
 9118.4167 0.292
 9139.4167 0.211
 9167.4167 0.197
 9204.4167 0.129
 9216.4167 0.220
 9238.4167 0.759
 9244.4167 0.730
 9265.4167 0.315
 9287.4167 0.191
 9293.4167 0.235
 9315.4167 0.324
 9329.4167 0.401
 9359.4167 0.310
 9377.4167 0.359
 9393.4167 0.238
 9406.4167 0.409
 9420.4167 0.335
 9441.4167 0.347
